id_usuario,home,pesquisou_produto,visualizou_detalhes,acessou_faq,acessou_ofertas,adicionou_carrinho,finalizou_compra,codigo_compra,valor_total
USR1064123,1,0,1,0,0,1,0,,
USR1064124,1,0,1,1,0,1,0,,
USR1064125,1,0,1,0,0,1,0,,
USR1064126,1,0,1,1,0,0,0,,
USR1064127,1,0,1,0,1,0,0,,
USR1064128,1,1,1,0,0,1,0,,
USR1064129,1,1,1,0,0,0,0,,
USR1064130,1,1,0,0,0,1,0,,
USR1064131,1,0,0,1,0,0,0,,
USR1064132,1,1,1,1,0,1,0,,
USR1064133,1,1,1,0,0,1,1,CMP135508,2997.03
USR1064134,1,1,0,0,1,1,0,,
USR1064135,1,1,1,0,0,0,0,,
USR1064136,1,0,1,1,0,0,0,,
USR1064137,1,0,1,0,0,1,0,,
USR1064138,1,1,0,1,1,0,0,,
USR1064139,1,1,0,0,0,0,0,,
USR1064140,1,1,1,0,0,0,0,,
USR1064141,1,0,1,0,0,0,0,,
USR1064142,1,0,1,0,0,1,0,,
USR1064143,1,1,1,1,0,1,0,,
USR1064144,1,1,1,0,0,1,1,CMP149289,356.12
USR1064145,1,1,0,0,0,1,0,,
USR1064146,1,1,1,0,0,1,1,CMP160520,3843.28
USR1064147,1,0,0,0,0,0,0,,
USR1064148,1,0,0,0,0,0,0,,
USR1064149,1,1,0,1,0,0,0,,
USR1064150,1,1,1,0,0,1,0,,
USR1064151,1,0,1,1,0,0,0,,
USR1064152,1,0,1,0,0,0,0,,
USR1064153,1,0,0,1,0,0,0,,
USR1064154,1,1,1,0,0,1,1,CMP136702,759.9
USR1064155,1,1,0,0,0,1,0,,
USR1064156,1,1,0,1,0,1,0,,
USR1064157,0,0,1,0,0,0,0,,
USR1064158,1,1,0,1,0,1,0,,
USR1064159,1,1,0,1,0,1,0,,
USR1064160,1,0,1,1,0,1,0,,
USR1064161,1,1,1,0,0,1,1,CMP135337,2012.08
USR1064162,1,1,0,0,0,1,0,,
USR1064163,0,0,1,1,1,0,0,,
USR1064164,1,1,1,1,0,0,0,,
USR1064165,0,0,0,1,1,1,0,,
USR1064166,1,0,1,0,0,0,0,,
USR1064167,0,0,1,0,0,0,0,,
USR1064168,1,1,0,1,0,0,0,,
USR1064169,1,0,1,0,0,0,0,,
USR1064170,1,1,1,0,0,1,1,CMP144146,1135.8
USR1064171,1,1,1,1,0,0,0,,
USR1064172,1,1,1,0,0,1,0,,
USR1064173,1,1,1,0,0,1,1,CMP163671,3272.38
USR1064174,1,1,0,0,0,1,0,,
USR1064175,0,1,0,0,0,1,0,,
USR1064176,1,0,1,0,0,0,0,,
USR1064177,1,0,1,1,0,1,0,,
USR1064178,1,0,1,1,0,0,0,,
USR1064179,1,1,0,0,0,1,0,,
USR1064180,1,1,0,1,0,1,0,,
USR1064181,0,0,0,0,0,0,0,,
USR1064182,1,1,0,1,0,0,0,,
USR1064183,0,0,0,0,1,1,0,,
USR1064184,1,0,0,1,0,0,0,,
USR1064185,0,1,0,1,0,1,0,,
USR1064186,1,1,0,0,0,0,0,,
USR1064187,1,0,1,1,0,0,0,,
USR1064188,1,1,0,1,0,0,0,,
USR1064189,0,1,0,0,1,0,0,,
USR1064190,1,1,1,1,0,1,0,,
USR1064191,0,1,1,1,1,0,0,,
USR1064192,1,1,1,0,1,1,0,,
USR1064193,1,0,1,0,0,1,0,,
USR1064194,1,0,1,1,0,1,0,,
USR1064195,1,0,0,1,1,0,0,,
USR1064196,1,1,1,1,0,1,0,,
USR1064197,1,0,0,1,0,0,0,,
USR1064198,1,1,0,1,0,1,0,,
USR1064199,1,0,1,0,0,1,0,,
USR1064200,1,0,0,0,0,0,0,,
USR1064201,1,0,0,0,0,0,0,,
USR1064202,1,0,1,0,0,1,0,,
USR1064203,1,1,1,1,0,0,0,,
USR1064204,1,1,0,0,0,1,0,,
USR1064205,1,0,1,1,0,1,0,,
USR1064206,1,1,0,0,0,0,0,,
USR1064207,0,0,0,0,0,0,0,,
USR1064208,1,0,0,0,1,1,0,,
USR1064209,1,0,1,0,0,0,0,,
USR1064210,1,1,1,1,0,1,0,,
USR1064211,1,0,1,0,1,0,0,,
USR1064212,1,0,0,0,0,0,0,,
USR1064213,1,1,0,0,0,0,0,,
USR1064214,1,1,1,0,0,1,0,,
USR1064215,1,1,0,0,0,1,0,,
USR1064216,1,0,1,1,0,1,0,,
USR1064217,1,1,1,0,0,1,1,CMP128658,1663.53
USR1064218,0,0,0,0,0,0,0,,
USR1064219,0,1,0,0,1,0,0,,
USR1064220,1,0,1,0,0,0,0,,
USR1064221,1,0,0,0,1,0,0,,
USR1064222,1,1,0,0,0,1,0,,
USR1064223,1,0,1,0,0,1,0,,
USR1064224,0,1,1,1,1,0,0,,
USR1064225,1,0,1,1,1,0,0,,
USR1064226,1,0,0,0,0,0,0,,
USR1064227,1,1,1,0,0,1,0,,
USR1064228,1,0,1,1,0,0,0,,
USR1064229,1,0,1,0,0,1,0,,
USR1064230,1,1,0,0,1,1,0,,
USR1064231,1,1,0,0,0,0,0,,
USR1064232,1,0,1,1,0,0,0,,
USR1064233,1,1,1,0,0,0,0,,
USR1064234,0,0,0,0,1,1,0,,
USR1064235,1,1,1,0,0,0,0,,
USR1064236,1,0,1,1,0,0,0,,
,0,0,0,1,0,0,0,,
USR1064238,1,0,1,1,0,0,0,,
USR1064239,0,1,0,1,1,0,0,,
USR1064240,1,0,0,0,0,0,0,,
USR1064241,1,1,0,0,0,1,0,,
USR1064242,1,1,0,0,0,1,0,,
USR1064243,1,1,1,0,0,1,1,CMP134904,1141.86
USR1064244,0,0,0,1,0,0,0,,
USR1064245,1,1,0,1,0,1,0,,
USR1064246,1,0,1,0,0,1,0,,
USR1064247,1,0,1,1,0,0,0,,
USR1064248,1,1,0,0,0,0,0,,
USR1064249,1,1,1,0,1,0,0,,
USR1064250,1,0,0,1,0,0,0,,
USR1064251,1,0,0,1,0,0,0,,
USR1064252,0,1,0,1,1,1,0,,
USR1064253,1,1,1,1,0,1,0,,
USR1064254,0,0,0,1,1,0,0,,
USR1064255,1,1,1,1,0,1,0,,
USR1064256,1,0,0,1,0,0,0,,
USR1064257,1,0,1,1,0,1,0,,
USR1064258,1,0,1,1,1,1,0,,
USR1064259,1,0,1,0,0,1,0,,
USR1064260,1,0,0,1,1,1,0,,
USR1064261,1,1,0,0,0,1,0,,
USR1064262,1,0,0,1,0,0,0,,
USR1064263,1,1,1,0,0,0,0,,
USR1064264,1,1,0,1,0,0,0,,
USR1064265,1,0,0,0,0,0,0,,
USR1064266,1,1,0,0,0,1,0,,
USR1064267,1,1,1,0,0,0,0,,
USR1064268,1,1,1,1,0,1,0,,
USR1064269,0,1,0,1,0,0,0,,
USR1064270,1,0,1,0,0,0,0,,
USR1064271,1,0,0,1,1,0,0,,
USR1064272,1,0,0,0,0,0,0,,
USR1064273,1,1,1,0,1,1,0,,
USR1064274,1,1,1,1,0,0,0,,
USR1064275,1,1,0,0,1,0,0,,
USR1064276,1,0,1,0,0,1,0,,
USR1064277,1,1,0,0,1,0,0,,
USR1064278,1,0,0,1,1,0,0,,
USR1064279,1,0,1,0,0,1,0,,
USR1064280,1,1,1,0,0,1,0,,
USR1064281,1,0,0,0,0,0,0,,
USR1064282,1,0,1,1,0,0,0,,
USR1064283,1,0,1,0,1,1,0,,
USR1064284,0,1,0,1,1,0,0,,
USR1064285,1,0,0,1,0,0,0,,
USR1064286,0,1,0,1,1,0,0,,
USR1064287,1,0,0,1,0,0,0,,
USR1064288,0,0,1,0,1,0,0,,
USR1064289,1,1,1,0,0,0,0,,
USR1064290,1,0,0,0,0,0,0,,
USR1064291,1,1,1,0,0,0,0,,
USR1064292,1,1,1,0,0,1,0,,
USR1064293,1,1,0,0,0,0,0,,
USR1064294,1,0,1,1,0,0,0,,
USR1064295,1,1,0,1,0,1,0,,
USR1064296,1,1,1,1,0,1,0,,
USR1064297,1,0,1,0,0,1,0,,
,1,0,1,0,0,1,0,,
USR1064299,1,0,1,1,0,1,0,,
USR1064300,1,0,0,0,0,0,0,,
USR1064301,1,0,1,1,0,0,0,,
USR1064302,1,1,1,1,0,0,0,,
USR1064303,1,1,1,0,1,0,0,,
USR1064304,1,0,0,0,0,0,0,,
USR1064305,0,0,1,1,0,0,0,,
USR1064306,1,0,0,1,0,0,0,,
USR1064307,1,0,1,1,0,1,1,CMP203579,4644.02
USR1064308,0,1,0,1,0,0,0,,
USR1064309,1,1,0,0,0,1,0,,
USR1064310,1,1,1,0,0,1,1,CMP157645,3672.43
USR1064311,1,1,0,1,0,0,0,,
USR1064312,1,0,1,0,0,0,0,,
USR1064313,1,1,0,0,0,1,0,,
USR1064314,1,0,0,0,1,0,0,,
USR1064315,1,1,0,1,0,0,0,,
USR1064316,0,1,1,1,1,1,0,,
USR1064317,1,1,1,0,0,1,1,CMP105729,4353.98
USR1064318,1,1,1,0,0,0,0,,
USR1064319,1,1,1,1,0,0,0,,
USR1064320,1,1,0,0,0,0,0,,
USR1064321,1,0,0,0,0,0,0,,
USR1064322,1,1,0,1,0,0,0,,
USR1064323,1,1,0,0,0,0,0,,
USR1064324,1,0,1,1,0,1,0,,
USR1064325,1,1,0,1,0,0,0,,
USR1064326,1,1,1,0,0,1,1,CMP110981,1914.54
USR1064327,1,0,0,0,0,0,0,,
USR1064328,1,1,0,0,0,0,0,,
USR1064329,1,0,1,0,0,1,0,,
USR1064330,1,0,0,0,0,0,0,,
USR1064331,1,1,1,0,0,1,0,,
USR1064332,1,0,0,1,0,0,0,,
USR1064333,1,1,1,0,1,1,0,,
USR1064334,1,0,1,0,0,1,0,,
USR1064335,1,1,0,0,0,1,0,,
USR1064336,1,1,0,1,0,1,0,,
USR1064337,1,0,0,1,0,0,0,,
USR1064338,1,1,1,1,0,1,0,,
USR1064339,1,0,1,0,0,1,0,,
USR1064340,1,0,1,0,0,1,0,,
USR1064341,1,0,0,0,0,0,0,,
USR1064342,1,1,1,0,0,1,0,,
USR1064343,1,1,1,0,0,1,1,CMP112979,1511.89
USR1064344,1,0,0,0,0,0,0,,
USR1064345,1,1,1,0,0,1,0,,
USR1064346,1,0,1,0,0,1,0,,
USR1064347,1,0,1,1,1,1,0,,
USR1064348,1,0,1,0,0,1,0,,
USR1064349,1,1,1,0,0,1,1,CMP100587,3687.66
USR1064350,1,0,1,0,0,1,0,,
USR1064351,1,1,1,1,1,0,0,,
USR1064352,1,1,1,0,0,1,1,CMP102289,993.24
USR1064353,1,1,1,0,0,1,1,CMP136826,3934.14
USR1064354,1,1,1,0,1,0,0,,
USR1064355,1,0,0,1,0,0,0,,
USR1064356,1,1,0,0,0,0,0,,
USR1064357,1,1,1,0,0,1,0,,
USR1064358,1,0,1,1,1,1,0,,
USR1064359,1,1,0,0,1,1,0,,
USR1064360,1,0,0,1,0,0,0,,
USR1064361,1,0,0,1,0,0,0,,
USR1064362,1,0,1,1,0,0,0,,
USR1064363,1,0,1,0,0,1,0,,
USR1064364,1,1,1,0,0,1,0,,
USR1064365,1,1,0,0,0,1,0,,
USR1064366,0,0,0,0,1,0,0,,
USR1064367,1,0,0,1,0,0,0,,
USR1064368,1,0,1,1,0,1,0,,
USR1064369,1,0,0,0,1,0,0,,
USR1064370,1,0,0,1,0,0,0,,
USR1064371,1,0,0,1,0,0,0,,
USR1064372,1,1,1,1,0,1,0,,
USR1064373,0,1,0,1,0,1,0,,
USR1064374,1,1,0,0,0,1,0,,
USR1064375,1,0,1,1,1,1,0,,
USR1064376,1,0,1,1,0,1,0,,
USR1064377,1,1,1,1,0,1,0,,
USR1064378,1,0,0,1,0,0,0,,
USR1064379,1,0,1,0,0,1,0,,
USR1064380,1,0,0,1,1,0,0,,
USR1064381,1,1,0,0,0,0,0,,
USR1064382,1,0,0,1,0,0,0,,
USR1064383,1,1,0,1,0,1,0,,
USR1064384,1,0,1,1,0,1,0,,
USR1064385,1,1,0,0,1,1,0,,
USR1064386,1,1,1,1,0,0,0,,
USR1064387,1,1,1,1,0,0,0,,
USR1064388,1,1,1,0,0,0,0,,
USR1064389,1,0,1,0,1,0,0,,
USR1064390,1,1,1,0,0,1,1,CMP135068,813.0
USR1064391,1,1,0,0,0,0,0,,
USR1064392,1,1,0,0,1,1,0,,
USR1064393,1,1,0,1,0,1,0,,
USR1064394,1,0,1,1,0,1,0,,
USR1064395,1,0,0,0,0,0,0,,
USR1064396,1,1,1,0,0,1,1,CMP107105,576.47
USR1064397,1,0,0,1,0,0,0,,
USR1064398,1,1,0,0,0,1,0,,
USR1064399,1,1,1,0,0,1,0,,
USR1064400,1,0,0,1,0,0,0,,
USR1064401,1,0,1,1,0,1,0,,
USR1064402,1,0,1,0,0,0,0,,
USR1064403,1,0,0,0,0,0,0,,
USR1064404,1,1,1,0,0,1,1,CMP156050,3051.18
USR1064405,1,0,0,1,0,0,0,,
USR1064406,1,1,0,0,1,1,0,,
USR1064407,1,1,0,0,0,0,0,,
USR1064408,1,1,1,0,0,1,1,CMP121783,719.29
USR1064409,1,1,0,0,0,1,0,,
USR1064410,1,0,0,1,1,0,0,,
USR1064411,1,0,0,0,0,0,0,,
USR1064412,1,0,1,0,0,1,0,,
USR1064413,0,0,0,0,1,1,0,,
USR1064414,1,1,1,0,0,1,0,,
USR1064415,1,0,0,1,0,0,0,,
USR1064416,1,0,1,1,0,0,0,,
USR1064417,0,1,0,1,0,0,0,,
USR1064418,1,1,0,0,0,0,0,,
USR1064419,0,0,1,1,1,0,0,,
USR1064420,1,1,1,1,0,1,0,,
USR1064421,1,0,1,0,0,1,0,,
USR1064422,1,1,0,0,0,0,0,,
USR1064423,1,0,1,0,0,1,0,,
USR1064424,1,0,1,0,0,0,0,,
USR1064425,1,0,0,0,0,0,0,,
USR1064426,1,0,1,1,0,1,0,,
USR1064427,1,0,0,0,0,0,0,,
USR1064428,1,1,0,0,0,0,0,,
USR1064429,1,1,1,1,0,0,0,,
USR1064430,1,0,0,0,0,0,0,,
USR1064431,1,0,0,0,0,0,0,,
USR1064432,1,1,1,0,0,1,1,CMP150079,2266.02
USR1064433,1,0,0,0,0,0,0,,
USR1064434,1,1,1,0,0,1,1,CMP119981,2422.01
USR1064435,1,1,1,1,0,1,0,,
USR1064436,1,1,1,0,0,1,1,CMP118195,1877.77
USR1064437,1,1,1,0,0,0,0,,
USR1064438,1,1,0,1,0,1,0,,
USR1064439,1,0,1,1,1,0,0,,
USR1064440,1,1,1,0,0,0,0,,
USR1064441,0,1,0,1,1,1,0,,
USR1064442,1,0,0,1,1,1,0,,
USR1064443,1,0,0,1,0,0,0,,
USR1064444,1,1,0,1,0,1,0,,
USR1064445,1,0,0,1,0,0,0,,
USR1064446,1,0,0,0,0,0,0,,
USR1064447,0,1,0,0,1,0,0,,
USR1064448,1,0,0,1,0,0,0,,
USR1064449,1,1,0,0,1,0,0,,
USR1064450,1,1,1,0,0,1,1,CMP151686,1525.41
USR1064451,1,0,0,0,0,0,0,,
USR1064452,0,0,0,1,0,0,0,,
USR1064453,1,1,1,1,0,1,0,,
USR1064454,1,1,0,0,0,1,0,,
USR1064455,1,1,1,0,0,1,1,CMP148450,212.9
USR1064456,1,0,1,1,0,1,0,,
USR1064457,1,0,1,1,0,1,0,,
USR1064458,1,0,1,1,0,0,0,,
USR1064459,1,0,1,0,0,1,0,,
USR1064460,1,1,0,0,0,1,0,,
USR1064461,1,1,1,0,0,0,0,,
USR1064462,1,1,0,0,0,1,0,,
USR1064463,1,1,1,0,1,0,0,,
USR1064464,1,1,0,1,1,1,0,,
USR1064465,1,0,1,0,1,1,0,,
USR1064466,1,0,1,1,0,1,0,,
USR1064467,1,1,1,0,0,1,1,CMP114035,1230.03
USR1064468,1,0,1,0,1,1,0,,
USR1064469,1,0,1,0,0,0,0,,
USR1064470,1,1,1,0,0,1,0,,
USR1064471,1,0,0,0,0,0,0,,
USR1064472,1,0,0,1,0,0,0,,
USR1064473,1,1,0,0,0,0,0,,
USR1064474,1,1,0,0,0,0,0,,
USR1064475,1,1,0,0,1,1,0,,
USR1064476,1,1,1,1,0,0,0,,
USR1064477,1,0,1,1,0,0,0,,
USR1064478,1,1,0,0,0,1,0,,
USR1064479,1,0,0,0,0,0,0,,
USR1064480,1,1,0,0,0,1,0,,
USR1064481,1,0,0,0,0,0,0,,
USR1064482,1,0,0,1,0,0,0,,
USR1064483,1,0,1,0,0,0,0,,
USR1064484,1,0,0,1,0,0,0,,
USR1064485,1,0,0,1,1,1,0,,
USR1064486,1,0,1,0,0,0,0,,
USR1064487,1,0,1,1,1,0,0,,
USR1064488,1,1,0,0,0,0,0,,
USR1064489,0,0,0,0,1,0,0,,
USR1064490,1,1,0,0,0,1,0,,
USR1064491,1,0,0,1,0,0,0,,
USR1064492,1,1,1,1,0,1,0,,
USR1064493,1,0,1,1,0,1,0,,
USR1064494,0,1,0,0,0,0,0,,
USR1064495,1,0,1,0,0,1,0,,
USR1064496,1,1,1,0,0,1,0,,
USR1064497,1,0,1,1,0,1,0,,
USR1064498,1,1,0,0,0,1,0,,
USR1064499,1,1,1,1,0,1,0,,
USR1064500,1,1,0,1,0,0,0,,
USR1064501,1,0,0,1,0,0,0,,
USR1064502,1,1,0,0,0,1,0,,
USR1064503,1,1,0,0,0,0,0,,
USR1064504,1,1,0,0,0,1,0,,
USR1064505,1,0,1,0,0,1,0,,
USR1064506,1,1,1,1,1,0,0,,
USR1064507,1,1,1,0,0,1,0,,
USR1064508,1,0,1,0,0,0,0,,
USR1064509,0,0,0,1,1,0,0,,
USR1064510,0,0,0,0,0,0,0,,
USR1064511,1,0,1,1,0,0,0,,
USR1064512,1,1,1,1,0,1,0,,
USR1064513,1,0,0,1,0,0,0,,
USR1064514,1,1,1,0,0,1,0,,
USR1064515,1,0,0,0,0,0,0,,
USR1064516,1,1,1,0,0,1,0,,
USR1064517,1,1,0,1,1,0,0,,
USR1064518,1,1,1,0,0,0,0,,
USR1064519,1,0,0,0,0,0,0,,
USR1064520,1,0,0,0,0,0,0,,
USR1064521,1,1,0,1,0,0,0,,
USR1064522,1,1,0,0,0,0,0,,
USR1064523,1,0,1,0,0,1,1,CMP207634,2997.74
USR1064524,1,1,0,0,0,1,0,,
USR1064525,1,1,0,0,1,1,0,,
USR1064526,1,1,1,0,0,1,0,,
USR1064527,1,0,0,0,1,1,0,,
USR1064528,1,1,1,0,0,0,0,,
USR1064529,1,0,0,0,1,0,0,,
USR1064530,1,1,0,1,1,1,0,,
USR1064531,1,1,1,1,0,0,0,,
USR1064532,1,1,0,0,0,0,0,,
USR1064533,1,0,0,1,0,0,0,,
USR1064534,1,1,1,0,0,1,1,CMP115532,4004.01
USR1064535,1,0,1,1,0,0,0,,
USR1064536,1,1,0,1,0,0,0,,
USR1064537,0,1,1,1,1,1,0,,
USR1064538,1,1,1,0,0,1,0,,
USR1064539,1,0,1,1,0,0,0,,
USR1064540,1,0,1,1,1,0,0,,
USR1064541,1,1,0,1,0,0,0,,
USR1064542,1,1,1,0,0,1,0,,
USR1064543,1,0,0,1,0,0,0,,
USR1064544,1,0,0,1,0,0,0,,
USR1064545,1,1,1,1,0,1,0,,
USR1064546,1,1,1,0,0,1,0,,
USR1064547,1,1,0,0,1,1,0,,
USR1064548,0,0,0,1,0,0,0,,
USR1064549,1,1,1,1,0,0,0,,
USR1064550,1,1,1,0,0,1,1,CMP162547,1674.7
USR1064551,1,1,1,0,0,1,1,CMP107119,4725.43
USR1064552,1,1,0,1,0,0,0,,
USR1064553,1,1,1,1,0,1,0,,
USR1064554,1,1,0,0,0,1,0,,
USR1064555,1,0,0,0,0,0,0,,
USR1064556,1,0,1,0,0,1,0,,
USR1064557,1,1,0,1,0,0,0,,
USR1064558,1,1,0,1,0,0,0,,
USR1064559,0,0,1,1,1,1,0,,
USR1064560,1,1,0,0,0,0,0,,
USR1064561,1,1,1,0,0,1,1,CMP125135,1050.79
USR1064562,1,0,0,0,0,0,0,,
USR1064563,1,0,1,1,1,0,0,,
USR1064564,0,1,1,1,1,1,0,,
USR1064565,1,1,1,0,0,1,1,CMP106018,3128.93
USR1064566,0,0,1,1,0,1,0,,
USR1064567,1,0,0,0,0,0,0,,
USR1064568,1,1,1,0,0,0,0,,
USR1064569,1,1,0,0,0,1,0,,
,1,1,1,0,1,0,0,,
USR1064571,1,0,0,0,0,0,0,,
USR1064572,1,0,0,0,0,0,0,,
USR1064573,1,1,0,0,0,0,0,,
USR1064574,1,1,1,0,0,1,1,CMP149560,2022.29
USR1064575,1,1,1,0,0,0,0,,
USR1064576,1,1,0,0,0,0,0,,
USR1064577,1,1,1,1,1,1,0,,
USR1064578,1,0,0,0,0,0,0,,
USR1064579,1,1,1,0,0,1,0,,
USR1064580,1,0,1,1,0,0,0,,
USR1064581,1,0,1,0,0,1,0,,
USR1064582,1,1,1,1,0,1,0,,
USR1064583,1,1,0,0,0,0,0,,
USR1064584,1,1,0,1,0,1,0,,
USR1064585,1,1,1,1,0,0,0,,
USR1064586,1,1,0,1,1,1,0,,
USR1064587,1,0,1,0,0,1,0,,
USR1064588,1,0,0,0,0,0,0,,
USR1064589,1,1,1,0,0,1,1,CMP137606,1841.16
USR1064590,0,0,1,0,1,1,0,,
USR1064591,1,0,1,1,0,0,0,,
USR1064592,1,0,0,1,0,0,0,,
USR1064593,1,0,1,1,0,1,0,,
USR1064594,1,1,1,1,0,0,0,,
USR1064595,1,0,0,1,0,0,0,,
USR1064596,1,1,1,0,1,0,0,,
USR1064597,1,1,0,1,1,0,0,,
USR1064598,1,0,0,1,0,0,0,,
USR1064599,1,0,1,1,0,1,0,,
USR1064600,1,0,0,0,0,0,0,,
USR1064601,1,1,1,0,0,1,1,CMP112038,3271.34
USR1064602,1,1,1,0,0,1,1,CMP156256,2944.62
USR1064603,1,1,1,1,0,1,0,,
USR1064604,1,1,1,1,0,1,1,CMP200939,1788.96
USR1064605,1,0,0,0,0,0,0,,
USR1064606,1,1,1,0,1,0,0,,
USR1064607,1,1,0,1,0,0,0,,
USR1064608,1,1,1,1,0,1,0,,
USR1064609,1,1,1,0,1,1,0,,
USR1064610,1,0,0,0,0,0,0,,
USR1064611,1,1,0,0,1,0,0,,
USR1064612,1,0,1,0,1,0,0,,
USR1064613,1,1,1,0,0,1,1,CMP104455,4792.2
USR1064614,1,1,0,1,0,1,0,,
USR1064615,1,0,1,1,0,1,0,,
USR1064616,1,1,1,1,1,0,0,,
USR1064617,1,1,1,0,0,1,1,CMP137553,289.3
USR1064618,0,1,0,0,1,0,0,,
USR1064619,1,1,1,1,0,1,0,,
USR1064620,1,1,0,1,0,1,0,,
USR1064621,1,1,0,0,0,1,0,,
USR1064622,1,1,1,0,0,1,1,CMP143979,2430.08
USR1064623,1,0,1,1,0,1,0,,
USR1064624,1,1,0,0,0,1,0,,
USR1064625,1,1,1,0,0,0,0,,
USR1064626,1,1,1,0,0,1,1,CMP159334,2277.92
USR1064627,1,1,0,0,0,0,0,,
USR1064628,1,1,0,0,0,0,0,,
USR1064629,1,1,0,1,0,1,0,,
USR1064630,1,1,1,0,0,0,0,,
USR1064631,1,1,1,1,0,1,0,,
USR1064632,1,0,0,0,1,0,0,,
USR1064633,1,1,1,1,0,1,0,,
USR1064634,1,1,1,0,1,1,0,,
USR1064635,1,0,1,1,0,0,0,,
USR1064636,1,0,0,1,0,0,0,,
USR1064637,1,0,1,0,0,1,0,,
USR1064638,1,1,1,0,0,1,0,,
USR1064639,1,0,1,0,0,1,0,,
USR1064640,0,0,0,1,1,0,0,,
USR1064641,1,1,1,0,0,0,0,,
USR1064642,1,0,0,0,1,1,0,,
USR1064643,1,1,1,0,0,1,0,,
USR1064644,1,1,1,1,0,0,0,,
USR1064645,1,1,0,0,0,0,0,,
USR1064646,1,0,1,1,1,0,0,,
USR1064647,1,1,1,1,0,0,0,,
USR1064648,1,0,1,0,0,1,0,,
USR1064649,1,1,1,0,1,1,0,,
USR1064650,1,0,0,1,0,0,0,,
USR1064651,1,1,1,0,0,1,1,CMP156172,3719.63
USR1064652,1,0,1,1,0,0,0,,
USR1064653,1,0,1,0,0,1,0,,
USR1064654,1,0,0,0,0,0,0,,
USR1064655,1,0,1,1,0,1,0,,
USR1064656,1,0,0,0,0,0,0,,
USR1064657,1,1,0,0,0,1,0,,
USR1064658,0,0,1,0,1,0,0,,
USR1064659,1,1,0,1,0,1,0,,
USR1064660,1,1,0,0,0,1,0,,
USR1064661,1,1,1,1,0,0,0,,
USR1064662,1,1,0,1,1,1,0,,
USR1064663,1,0,0,1,0,0,0,,
USR1064664,1,0,1,1,0,1,0,,
USR1064665,1,1,0,0,0,0,0,,
USR1064666,1,1,1,1,0,1,1,CMP213520,4574.14
USR1064667,1,0,1,1,0,0,0,,
USR1064668,1,0,1,1,0,1,0,,
USR1064669,1,1,1,0,0,1,0,,
USR1064670,1,0,1,0,0,0,0,,
USR1064671,1,0,0,1,1,1,0,,
USR1064672,1,1,0,1,0,1,0,,
USR1064673,1,1,0,0,0,1,0,,
USR1064674,1,1,1,1,1,0,0,,
USR1064675,1,1,1,0,1,1,0,,
USR1064676,1,0,1,1,0,0,0,,
USR1064677,1,1,0,1,1,1,0,,
USR1064678,1,1,0,0,0,0,0,,
USR1064679,1,1,0,1,0,1,0,,
USR1064680,1,0,1,0,0,1,0,,
USR1064681,1,0,1,0,0,0,0,,
USR1064682,1,0,1,0,0,1,0,,
USR1064683,1,0,1,1,0,1,0,,
USR1064684,1,0,1,1,1,0,0,,
USR1064685,1,1,0,1,0,0,0,,
USR1064686,1,0,1,0,1,0,0,,
USR1064687,1,1,0,0,0,0,0,,
USR1064688,1,1,1,1,0,1,0,,
USR1064689,1,1,1,1,0,1,0,,
USR1064690,1,1,0,1,0,0,0,,
USR1064691,1,1,0,0,0,1,0,,
USR1064692,1,1,1,0,0,1,1,CMP135622,779.55
USR1064693,1,1,1,0,0,1,1,CMP101001,347.33
USR1064694,1,0,1,0,0,0,0,,
USR1064695,1,0,1,0,0,0,0,,
USR1064696,1,1,1,0,0,0,0,,
USR1064697,1,0,1,1,0,0,0,,
USR1064698,1,1,1,0,0,1,0,,
USR1064699,1,0,0,1,0,0,0,,
USR1064700,0,1,0,0,0,0,0,,
USR1064701,1,1,0,1,1,0,0,,
USR1064702,1,0,0,0,0,0,0,,
USR1064703,1,0,1,1,1,1,0,,
USR1064704,1,1,0,1,0,0,0,,
USR1064705,1,0,0,0,0,0,0,,
USR1064706,1,1,1,1,0,0,0,,
USR1064707,1,0,0,0,0,0,0,,
USR1064708,1,1,0,0,1,0,0,,
USR1064709,1,0,1,1,0,1,0,,
USR1064710,1,1,0,0,0,1,0,,
USR1064711,1,1,0,0,1,1,0,,
USR1064712,1,1,1,1,0,1,0,,
USR1064713,1,1,1,1,0,0,0,,
USR1064714,1,1,1,0,0,1,1,CMP136423,430.6
USR1064715,1,1,1,0,0,1,1,CMP161418,582.74
USR1064716,1,1,0,1,0,0,0,,
USR1064717,1,1,1,0,0,0,0,,
USR1064718,1,1,0,0,0,1,0,,
USR1064719,1,0,1,1,0,0,0,,
USR1064720,0,1,0,0,0,1,0,,
USR1064721,1,1,1,0,0,1,1,CMP161399,2919.2
USR1064722,1,0,1,0,0,0,0,,
USR1064723,1,1,1,1,0,1,0,,
USR1064724,1,1,1,1,0,1,1,CMP206696,4592.73
USR1064725,1,0,0,0,0,0,0,,
USR1064726,1,0,1,1,0,1,0,,
USR1064727,1,0,1,1,0,1,0,,
USR1064728,1,0,1,1,0,0,0,,
USR1064729,1,1,0,0,0,0,0,,
USR1064730,1,0,1,0,0,0,0,,
USR1064731,1,1,1,1,0,0,0,,
USR1064732,1,0,1,1,0,0,0,,
USR1064733,1,0,1,1,0,1,0,,
USR1064734,1,1,0,1,1,0,0,,
USR1064735,1,0,0,0,0,0,0,,
